577,208,1
432,449,5
432,452,5
432,462,8
432,788,10
191,245,8
191,298,10
245,363,10
245,385,1
245,680,10
245,775,7
245,189,1
208,357,9
208,363,2
208,373,6
208,575,8
208,823,4
208,259,1
259,686,4
259,913,4
259,923,1
669,835,2
923,503,1
477,622,5
477,674,1
477,708,8
477,750,1
503,638,9
503,902,1
902,198,1
198,357,1
198,424,5
198,573,7
198,637,9
198,761,2
198,925,8
198,855,1
855,727,1
727,666,1
201,313,9
201,366,6
201,369,4
201,381,9
201,411,5
201,644,9
201,666,2
201,684,2
201,781,9
201,901,3
369,510,4
644,783,7
644,915,1
644,943,2
666,688,1
901,949,5
571,600,10
571,960,9
571,28,1
688,695,1
688,722,8
688,976,1
856,876,5
856,473,1
203,227,1
203,254,4
203,858,9
203,963,5
203,976,3
203,201,1
976,288,1
205,288,10
205,691,7
205,950,4
205,984,9
205,993,2
205,203,1
288,507,6
288,519,7
288,554,4
288,824,3
288,463,1
463,865,7
463,910,6
463,211,1
470,782,10
470,959,4
470,53,1
575,726,8
575,784,5
575,826,10
575,988,5
575,68,1
209,242,2
209,373,6
242,443,2
242,492,10
242,503,7
242,595,1
242,205,1
402,540,9
402,750,10
402,776,5
402,78,1
417,518,3
417,582,2
417,839,7
417,974,10
417,75,1
211,485,6
211,557,6
211,986,3
211,394,1
557,676,10
557,737,9
557,893,6
557,399,1
708,950,5
708,964,4
708,34,1
213,353,5
213,394,4
213,515,9
213,571,1
213,611,6
213,209,1
394,509,6
394,597,7
394,618,5
394,680,7
394,611,1
515,524,2
515,527,5
515,625,2
515,667,8
515,700,6
515,955,7
611,807,7
611,539,1
224,311,5
224,316,2
224,410,1
224,496,1
224,535,9
224,651,9
224,803,9
539,640,10
539,653,8
539,800,1
539,301,1
301,455,4
301,473,9
301,571,9
301,680,2
301,950,8
301,956,6
301,712,1
631,681,6
631,950,2
649,677,4
649,8,1
712,778,8
712,850,8
712,904,9
712,543,1
219,360,10
219,543,9
219,582,9
219,213,1
543,794,9
543,526,1
222,231,4
222,352,3
222,441,8
222,526,7
222,654,2
222,680,9
222,746,6
222,992,9
222,219,1
526,648,10
526,723,10
526,998,3
526,370,1
223,275,8
223,357,4
223,364,5
223,370,4
223,494,2
223,689,1
223,907,3
223,917,9
364,379,9
364,422,7
364,687,3
364,791,8
364,886,1
364,222,1
370,593,4
370,681,9
370,762,7
370,917,1
917,410,1
311,448,7
311,512,5
311,833,5
311,859,5
311,223,1
410,807,10
410,954,1
569,633,1
569,962,7
569,152,1
795,976,7
795,832,1
954,970,8
954,435,1
435,699,8
435,923,6
435,676,1
676,819,10
676,926,10
676,367,1
843,909,6
843,453,1
310,342,10
310,545,4
813,848,3
813,356,1
236,367,8
236,825,6
236,986,7
236,311,1
367,516,7
367,550,6
367,589,1
367,738,3
367,846,5
367,976,10
367,607,1
607,681,3
607,565,1
679,731,3
679,924,7
679,933,4
238,565,7
238,628,5
238,838,1
238,993,4
238,236,1
565,740,10
565,784,9
565,445,1
445,567,1
445,704,10
445,998,1
445,240,1
845,877,8
845,884,8
845,459,1
240,350,5
240,270,1
270,531,3
270,587,4
270,783,10
270,810,3
270,900,4
270,928,9
270,595,1
376,415,10
376,574,9
376,779,10
376,238,1
442,567,2
442,645,3
442,921,2
442,960,6
595,810,8
595,938,7
595,979,2
595,775,1
268,390,8
268,675,8
305,325,6
305,473,3
305,646,10
305,670,4
305,814,5
305,907,7
305,93,1
775,474,1
255,365,7
255,457,7
255,502,3
255,541,9
255,982,8
474,486,5
474,818,9
474,866,7
474,919,4
474,883,1
883,659,1
659,365,1
248,365,3
248,439,2
248,590,1
248,376,1
365,605,1
365,625,2
365,778,7
365,439,1
439,496,6
439,787,9
439,859,1
859,540,1
457,738,2
457,748,5
457,832,1
457,868,10
502,627,8
502,504,1
458,473,7
458,612,3
458,876,8
458,970,6
540,679,1
540,977,1
566,873,2
566,248,1
484,516,3
484,664,9
484,765,8
484,845,2
745,803,1
745,890,8
745,109,1
686,931,5
686,932,8
686,963,8
686,608,1
338,639,3
338,663,1
338,741,5
338,902,7
277,382,2
277,704,4
277,795,7
277,829,3
277,866,10
277,886,1
277,566,1
262,493,8
262,803,3
262,977,5
262,277,1
977,264,1
264,606,9
264,888,2
264,848,1
265,397,7
265,584,4
265,848,10
265,962,5
265,262,1
397,466,6
397,596,5
397,859,8
397,863,1
397,939,4
397,738,1
848,266,1
266,288,8
266,467,6
266,541,9
266,729,1
266,953,1
754,763,4
754,910,10
953,487,1
390,724,4
390,732,10
390,734,1
675,991,1
675,49,1
487,518,10
487,593,4
487,724,1
663,740,7
663,893,7
663,987,2
663,401,1
724,860,5
724,273,1
776,811,8
776,850,1
783,794,5
783,899,4
783,36,1
331,368,2
331,725,9
395,495,4
395,676,3
395,906,2
273,497,7
273,872,3
273,339,1
319,432,7
319,583,3
319,917,2
339,624,6
339,715,1
339,886,1
886,949,2
886,278,1
278,366,6
278,536,7
278,865,3
278,949,5
278,391,1
646,928,8
646,998,10
646,131,1
280,386,9
280,391,3
280,704,5
280,799,4
280,816,4
280,841,4
280,944,5
280,265,1
391,465,2
391,799,1
799,818,2
799,880,1
799,281,1
816,842,5
816,878,9
816,880,7
816,959,3
816,995,4
816,25,1
281,526,7
281,788,10
281,594,1
910,980,10
910,837,1
594,599,10
594,284,1
284,490,9
284,854,1
750,889,5
854,972,1
972,908,1
507,790,2
507,289,1
519,677,6
519,842,9
519,202,1
554,561,5
437,942,7
437,58,1
801,834,1
801,42,1
908,732,1
732,798,1
294,345,3
294,493,9
294,579,1
294,683,2
294,992,5
683,857,8
683,988,2
683,280,1
948,955,3
798,872,3
798,600,1
600,750,3
600,601,1
601,960,8
601,299,1
299,349,3
299,480,8
299,720,4
299,769,6
299,900,6
299,668,1
638,660,1
638,752,2
638,851,10
638,966,9
638,111,1
668,884,5
668,967,1
668,328,1
328,416,5
328,437,2
328,519,7
328,698,5
328,838,6
328,846,5
328,969,6
328,307,1
567,605,9
567,922,8
472,793,10
472,982,10
472,294,1
329,532,3
329,655,1
329,676,9
329,97,1
307,516,2
307,629,3
307,633,10
307,922,1
307,833,1
922,980,5
922,21,1
833,981,3
833,585,1
351,441,10
351,554,8
351,936,1
368,502,9
368,964,6
850,864,4
850,349,1
318,396,1
318,585,10
318,900,10
580,703,10
580,786,6
580,910,6
585,583,1
583,604,1
447,581,2
447,594,3
421,737,6
421,951,1
421,472,1
604,620,9
604,332,1
332,628,10
332,796,2
332,797,4
332,849,2
332,988,1
326,988,7
326,421,1
988,924,1
924,655,1
698,777,6
698,924,8
969,998,5
969,808,1
655,689,1
655,750,9
655,759,6
655,330,1
330,462,5
330,587,6
330,608,6
330,648,5
330,654,9
330,336,1
796,915,3
796,48,1
612,662,2
612,708,8
612,811,4
336,338,6
336,479,8
336,562,8
336,944,7
336,337,1
337,365,8
337,410,2
337,510,9
337,513,3
337,546,5
337,687,6
337,902,9
337,876,1
510,833,1
510,834,3
510,965,6
510,979,1
510,191,1
613,754,1
613,760,7
613,781,2
613,876,10
613,898,8
876,354,1
419,882,9
419,326,1
346,557,3
346,588,9
346,619,6
346,643,10
643,996,3
643,419,1
764,808,5
764,854,10
764,980,6
764,558,1
970,979,1
970,89,1
621,648,3
621,741,5
621,51,1
758,931,1
758,37,1
354,424,2
354,641,3
354,702,2
354,743,3
354,802,2
354,979,7
354,627,1
615,756,2
918,973,6
918,346,1
378,492,6
378,497,3
378,591,2
378,804,1
804,900,6
804,283,1
505,981,6
505,193,1
904,965,3
904,272,1
627,796,6
627,808,3
627,793,1
793,898,2
793,931,1
931,937,1
937,779,1
779,826,8
779,409,1
409,929,1
482,621,7
482,654,2
446,517,9
446,690,3
446,879,8
862,995,2
862,341,1
929,598,1
597,854,8
597,127,1
906,925,8
906,6,1
598,652,4
598,882,1
882,596,1
596,752,9
596,716,1
398,578,2
398,716,8
398,753,8
398,846,3
398,937,1
398,918,1
716,559,1
400,487,1
400,559,2
400,618,5
400,675,1
400,814,5
400,919,5
400,398,1
559,668,8
559,843,6
559,748,1
748,420,1
499,547,5
499,641,9
499,887,5
499,898,1
499,948,3
499,961,10
499,620,1
420,519,2
420,907,4
420,950,10
420,836,1
406,407,7
406,522,2
407,718,3
407,836,6
407,400,1
836,408,1
408,519,2
408,983,1
983,414,1
414,635,5
414,650,2
414,817,1
817,471,1
418,471,3
418,518,3
418,638,6
418,722,6
418,406,1
471,527,5
471,887,9
471,990,6
471,951,1
951,630,1
630,635,10
630,854,5
630,429,1
426,430,4
426,637,7
426,699,7
430,806,5
430,996,9
430,418,1
450,812,6
450,835,3
450,858,1
450,937,8
450,60,1
429,669,10
429,762,10
429,814,9
429,818,9
429,438,1
889,961,8
889,3,1
438,785,1
438,826,3
438,985,6
438,440,1
440,660,6
440,808,5
440,948,4
440,921,1
661,879,10
661,898,7
661,241,1
921,960,6
921,444,1
444,491,2
444,950,7
444,952,9
444,812,1
517,645,9
517,730,9
517,911,8
517,998,6
581,587,4
581,619,2
581,912,10
812,846,10
812,945,1
945,468,1
705,804,7
514,678,7
514,775,3
514,776,6
468,714,4
468,994,1
994,959,1
959,667,1
667,715,8
667,674,1
674,706,4
674,894,2
674,960,10
674,488,1
570,984,10
570,737,1
488,673,7
488,916,6
488,834,1
822,904,2
834,498,1
958,972,1
958,1,1
498,539,1
498,826,6
498,967,10
498,547,1
547,873,1
873,880,5
873,978,1
978,506,1
506,644,6
506,817,3
506,946,9
506,511,1
511,649,7
511,771,1
877,958,8
773,778,9
773,996,7
771,919,9
771,893,1
586,587,2
586,609,4
586,945,1
893,592,1
563,728,10
563,512,1
703,717,10
703,788,5
703,791,6
703,861,10
703,864,7
703,937,8
703,941,7
703,71,1
592,833,8
592,966,1
966,760,1
760,796,4
760,995,1
995,989,1
989,861,1
815,818,3
815,847,1
861,709,1
709,804,1
709,874,10
709,966,2
709,899,1
899,940,1
940,767,1
767,919,9
767,973,1
973,996,1
